Class	[11, ['baptism', 'camp', 'cave', 'class', 'cotton', 'ground', 'law', 'loss', 'punishment', 'resource', 'trader']]
Book	[11, ['author', 'autobiography', 'bibliography', 'biographer', 'book', 'diary', 'example', 'isbn', 'literature', 'reader', 'tale']]
Subject	[10, ['biographer', 'biography', 'controversy', 'desire', 'opportunity', 'professor', 'school', 'study', 'subject', 'teacher']]
City	[10, ['coast', 'country', 'homeland', 'land', 'location', 'nation', 'origin', 'region', 'settlement', 'state']]
Duration	[10, ['activity', 'circumstance', 'condition', 'effect', 'kidnapping', 'period', 'possession', 'suffering', 'tour', 'travel']]
Double	[9, ['donation', 'mean', 'nation', 'point', 'price', 'river', 'state', 'value', 'vessel']]
Individual	[9, ['attempt', 'authority', 'condition', 'discrimination', 'favor', 'individual', 'marriage', 'society', 'strength']]
Organization	[9, ['donation', 'island', 'member', 'missionary', 'official', 'organization', 'school', 'supporter', 'worker']]
Item	[8, ['auction', 'collection', 'exchange', 'exhibit', 'list', 'order', 'sale', 'total']]
Material	[7, ['box', 'carriage', 'clothe', 'construction', 'figure', 'material', 'vessel']]
Church	[7, ['bishop', 'church', 'congregation', 'pastor', 'preacher', 'priest', 'priesthood']]
Product	[7, ['merchant', 'price', 'purchase', 'review', 'shop', 'store', 'trade']]
Role	[7, ['crew', 'militia', 'permission', 'project', 'role', 'society', 'trading']]
Place	[7, ['church', 'guard', 'history', 'person', 'place', 'population', 'state']]
Publication	[7, ['author', 'editor', 'historian', 'press', 'publication', 'publisher', 'research']]
Student	[6, ['class', 'school', 'student', 'subject', 'teacher', 'university']]
Institution	[5, ['institution', 'researcher', 'scholar', 'society', 'teacher']]
Language	[5, ['homeland', 'language', 'literacy', 'native', 'text']]
Case	[5, ['case', 'court', 'courthouse', 'justice', 'trial']]
Judge	[5, ['court', 'courthouse', 'judge', 'justice', 'law']]
Lawyer	[5, ['court', 'courthouse', 'justice', 'law', 'lawyer']]
Genre	[5, ['artist', 'film', 'literature', 'song', 'story']]
Color	[5, ['appearance', 'black', 'color', 'eye', 'figure']]
Vehicle	[5, ['carriage', 'crew', 'passenger', 'transportation', 'wagon']]
Agent	[5, ['agent', 'judge', 'kidnapping', 'mission', 'missionary']]
Cause	[5, ['cause', 'issue', 'rebel', 'rebellion', 'suffering']]
Project	[4, ['carpenter', 'project', 'research', 'researcher']]
Artist	[4, ['art', 'artist', 'painting', 'song']]
Owner	[4, ['domain', 'estate', 'home', 'owner']]
Course	[4, ['course', 'ed', 'student', 'university']]
Department	[4, ['officer', 'overseer', 'professor', 'university']]
Court	[4, ['court', 'justice', 'law', 'lawyer']]
Participant	[4, ['battle', 'conversation', 'raid', 'result']]
School	[4, ['girl', 'institution', 'society', 'teacher']]
Skill	[4, ['practice', 'seamstress', 'skill', 'website']]
State	[4, ['county', 'governor', 'land', 'state']]
Position	[4, ['authority', 'organization', 'position', 'president']]
Member	[4, ['community', 'congregation', 'legislature', 'militia']]
Destination	[4, ['passenger', 'pilgrimage', 'tour', 'travel']]
Human	[4, ['life', 'manumission', 'right', 'woman']]
User	[4, ['account', 'permission', 'review', 'support']]
Time	[4, ['church', 'prayer', 'situation', 'study']]
Character	[4, ['character', 'scene', 'story', 'tale']]
Slave	[4, ['enslaver', 'manumission', 'slaveholder', 'slavery']]
Unit	[4, ['conversion', 'resource', 'unit', 'volume']]
Publisher	[4, ['audiobook', 'isbn', 'obituary', 'publisher']]
Actor	[4, ['actor', 'controversy', 'film', 'play']]
Property	[4, ['damage', 'property', 'relationship', 'slaveholder']]
Action	[4, ['agent', 'mission', 'permission', 'respect']]
Theme	[3, ['party', 'tale', 'theme']]
Researcher	[3, ['research', 'researcher', 'study']]
Activity	[3, ['activity', 'difficulty', 'vote']]
University	[3, ['institution', 'student', 'university']]
Topic	[3, ['conversation', 'editor', 'speaker']]
Medium	[3, ['information', 'medium', 'painting']]
Gender	[3, ['actor', 'baby', 'individual']]
Teacher	[3, ['class', 'school', 'teacher']]
Disease	[3, ['disease', 'health', 'treatment']]
Shape	[3, ['appearance', 'eye', 'figure']]
Building	[3, ['building', 'residence', 'room']]
Furniture	[3, ['household', 'office', 'room']]
Customer	[3, ['purchase', 'sale', 'service']]
Weapon	[3, ['militia', 'rebel', 'soldier']]
Treatment	[3, ['condition', 'health', 'treatment']]
Priest	[3, ['church', 'priest', 'priesthood']]
Service	[3, ['church', 'congregation', 'service']]
Region	[3, ['homeland', 'nation', 'region']]
Politician	[3, ['governor', 'politic', 'politician']]
Langstring	[3, ['material', 'prisoner', 'trader']]
Trader	[3, ['trade', 'trader', 'trading']]
Anyuri	[3, ['comment', 'domain', 'website']]
Ingredient	[3, ['dinner', 'food', 'meal']]
Task	[3, ['ability', 'plan', 'task']]
Food	[3, ['dinner', 'food', 'portion']]
Feature	[3, ['island', 'river', 'version']]
Woman	[3, ['mother', 'widow', 'woman']]
Article	[3, ['article', 'newspaper', 'press']]
String	[3, ['issue', 'request', 'struggle']]
Cemetery	[2, ['cemetery', 'funeral']]
Memorial	[2, ['cemetery', 'memorial']]
Organizer	[2, ['convention', 'party']]
Party	[2, ['party', 'politic']]
Size	[2, ['appearance', 'clothing']]
Election	[2, ['politic', 'vote']]
Text	[2, ['church', 'text']]
Sermon	[2, ['pastor', 'preacher']]
Gyear	[2, ['carriage', 'decade']]
Timeperiod	[2, ['decade', 'hour']]
Style	[2, ['art', 'style']]
Cuisine	[2, ['chef', 'meal']]
Category	[2, ['merchant', 'shop']]
Man	[2, ['man', 'widow']]
Statement	[2, ['statement', 'truth']]
Professor	[2, ['professor', 'university']]
Price	[2, ['price', 'trade']]
Defendant	[2, ['court', 'law']]
Plaintiff	[2, ['court', 'law']]
Victim	[2, ['assault', 'rescue']]
Detail	[2, ['detail', 'request']]
Practice	[2, ['abolitionism', 'practice']]
Entry	[2, ['diary', 'entry']]
Nonnegativeinteger	[2, ['ability', 'servant']]
Field	[2, ['research', 'skill']]
Abolition	[2, ['abolition', 'slavery']]
Tool	[2, ['blacksmith', 'carpenter']]
Point	[2, ['line', 'point']]
Provider	[2, ['assistance', 'service']]
Company	[2, ['company', 'work']]
Employee	[2, ['office', 'work']]
Room	[2, ['home', 'room']]
Captain	[2, ['captain', 'ship']]
Crew	[2, ['crew', 'ship']]
Buyer	[2, ['purchase', 'trade']]
Impact	[2, ['circumstance', 'risk']]
Target	[2, ['attack', 'raid']]
Biography	[2, ['biographer', 'biography']]
Creator	[2, ['information', 'statue']]
King	[2, ['kingdom', 'queen']]
Prince	[2, ['kingdom', 'prince']]
Queen	[2, ['kingdom', 'queen']]
Animal	[2, ['life', 'reproduction']]
Plant	[2, ['life', 'reproduction']]
Group	[2, ['group', 'majority']]
Guest	[2, ['guest', 'wedding']]
War	[2, ['soldier', 'veteran']]
Continent	[2, ['country', 'nation']]
Beneficiary	[2, ['behalf', 'pension']]
Currency	[2, ['earning', 'money']]
Prayer	[2, ['missionary', 'prayer']]
Hospital	[2, ['doctor', 'physician']]
Patient	[2, ['health', 'physician']]
TimePeriod	[2, ['history', 'time']]
Religiousleader	[2, ['bishop', 'priest']]
Congregation	[2, ['congregation', 'pastor']]
Story	[2, ['story', 'tale']]
BirthPlace	[2, ['birth', 'origin']]
Origin	[2, ['origin', 'slaveholder']]
Audience	[2, ['audience', 'speaker']]
Population	[2, ['homeland', 'population']]
Response	[2, ['response', 'suffering']]
Child	[2, ['mother', 'parent']]
Parent	[2, ['mother', 'parent']]
Rebel	[2, ['rebel', 'rebellion']]
Value	[2, ['respect', 'value']]
Status	[2, ['request', 'status']]
Writing	[2, ['literacy', 'writing']]
XMLLiteral	[2, ['force', 'idea']]
Conclusion	[2, ['argument', 'end']]
Director	[2, ['film', 'play']]
Script	[2, ['language', 'play']]
Recipient	[2, ['aid', 'reward']]
Authority	[2, ['authority', 'punishment']]
Website	[2, ['domain', 'website']]
Duty	[2, ['duty', 'guard']]
Guard	[2, ['guard', 'prison']]
Doctor	[2, ['condition', 'doctor']]
Symptom	[2, ['condition', 'health']]
Activist	[2, ['activism', 'activist']]
Movement	[2, ['activist', 'movement']]
Meal	[2, ['dinner', 'meal']]
Trade	[2, ['trade', 'trading']]
Comment	[2, ['comment', 'issue']]
Outcome	[2, ['decision', 'rebellion']]
Soldier	[2, ['soldier', 'troop']]
Regiment	[2, ['regiment', 'soldier']]
Document	[2, ['document', 'introduction']]
Part	[2, ['introduction', 'part']]
Level	[2, ['independence', 'level']]
SkillLevel	[2, ['level', 'practice']]
Monument	[2, ['memorial', 'monument']]
Religion	[2, ['pilgrimage', 'priesthood']]
Software	[2, ['system', 'version']]
System	[2, ['principle', 'system']]
Street	[2, ['location', 'neighbor']]
Principle	[2, ['justice', 'principle']]
Issue	[2, ['activism', 'issue']]
Mother	[2, ['birth', 'mother']]
House	[2, ['home', 'neighbor']]
Pastor	[2, ['church', 'pastor']]
