Ontology	Key Notion	GPT Version	Prompt	Response
protoOKN	drug	4	Construct an ontology focused on the following: drug. Provide it in valid Turtle/RDF format, excluding any extra text.	@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix owl: <http://www.w3.org/2002/07/owl#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix drugOntology: <http://www.example.org/drug#> .drugOntology:Drug rdf:type owl:Class .drugOntology:name rdf:type owl:DatatypeProperty ;    rdfs:domain drugOntology:Drug ;    rdfs:range xsd:string .drugOntology:hasFormulation rdf:type owl:ObjectProperty ;    rdfs:domain drugOntology:Drug ;    rdfs:range drugOntology:Formulation .drugOntology:Formulation rdf:type owl:Class .drugOntology:Manufacturer rdf:type owl:Class .drugOntology:produces rdf:type owl:ObjectProperty ;    rdfs:domain drugOntology:Manufacturer ;    rdfs:range drugOntology:Drug .drugOntology:ingredients rdf:type owl:ObjectProperty ;    rdfs:domain drugOntology:Drug ;    rdfs:range drugOntology:ChemicalCompound .drugOntology:ChemicalCompound rdf:type owl:Class .drugOntology:treats rdf:type owl:ObjectProperty ;    rdfs:domain drugOntology:Drug ;    rdfs:range drugOntology:Disease .drugOntology:Disease rdf:type owl:Class .
protoOKN	food deserts	4	Construct an ontology focused on the following: food deserts. Provide it in valid Turtle/RDF format, excluding any extra text.	```turtle@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix fd: <http://example.org/food_desert#> .fd:FoodDesert rdf:type rdfs:Class ;	rdfs:label "Food Desert" ;	rdfs:comment "A geographic area where access to affordable, healthy, fresh food is limited or unavailable" .fd:hasLocation rdf:type rdf:Property ;	rdfs:label "has location" ;	rdfs:comment "The geographic location where the food desert is found" ;	rdfs:domain fd:FoodDesert ;	rdfs:range xsd:string .fd:hasPopulationDensity rdf:type rdf:Property ;	rdfs:label "has population density" ;	rdfs:comment "The population density of the food desert area" ;	rdfs:domain fd:FoodDesert ;	rdfs:range xsd:float .fd:hasIncomeLevel rdf:type rdf:Property ;	rdfs:label "has income level" ;	rdfs:comment "The average income level of the residents in the food desert area" ;	rdfs:domain fd:FoodDesert ;	rdfs:range xsd:float .fd:lacksFoodStore rdf:type rdf:Property ;	rdfs:label "lacks food store" ;	rdfs:comment "Indicates whether the food desert area lacks a food store" ;	rdfs:domain fd:FoodDesert ;	rdfs:range xsd:boolean .fd:lacksTransportation rdf:type rdf:Property ;	rdfs:label "lacks transportation" ;	rdfs:comment "Indicates whether the food desert area lacks transportation to food stores" ;	rdfs:domain fd:FoodDesert ;	rdfs:range xsd:boolean .```
protoOKN	diabetes	4	Construct an ontology focused on the following: diabetes. Provide it in valid Turtle/RDF format, excluding any extra text.	```@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix : <http://www.example.org/diabetes#> .:Diabetes a rdfs:Class ;    rdfs:label "Diabetes"@en ;    rdfs:comment "A chronic disease that occurs either when the pancreas does not produce enough insulin or when the body cannot effectively use the insulin it produces."@en .:Type1 a rdfs:Class ;    rdfs:subClassOf :Diabetes ;    rdfs:label "Type 1 Diabetes"@en ;    rdfs:comment "A form of diabetes that results from the autoimmune destruction of the insulin-producing beta cells in the pancreas."@en .:Type2 a rdfs:Class ;    rdfs:subClassOf :Diabetes ;    rdfs:label "Type 2 Diabetes"@en ;    rdfs:comment "A metabolic disorder that is primarily characterized by insulin resistance, relative insulin deficiency, and hyperglycemia."@en .:Gestational a rdfs:Class ;    rdfs:subClassOf :Diabetes ;    rdfs:label "Gestational Diabetes"@en ;    rdfs:comment "A form of high blood sugar affecting pregnant women."@en .   :Hyperglycemia a rdfs:Class ;    rdfs:label "Hyperglycemia "@en ;    rdfs:comment "A condition of abnormally high blood glucose level, which is a characteristic symptom of diabetes."@en .:Insulin a rdfs:Class ;    rdfs:label "Insulin"@en ;    rdfs:comment "A hormone produced in pancreas to regulate the amount of glucose in the blood."@en .   :Diabetes rdfs:seeAlso :Hyperglycemia, :Insulin .:Type1 rdfs:disjointWith :Type2, :Gestational .:Type2 rdfs:disjointWith :Gestational .```
protoOKN	air pollution	4	Construct an ontology focused on the following: air pollution. Provide it in valid Turtle/RDF format, excluding any extra text.	```turtle@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix owl: <http://www.w3.org/2002/07/owl#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix ap: <http://example.org/air_pollution/> .ap:AirPollution a owl:Class ;    rdfs:comment "Air pollution is the presence of substances in the air that are harmful to the health of humans and other living beings, or cause damage to the climate or to materials" .ap:CauseOfAirPollution a owl:Class ;    rdfs:comment "Factors which trigger air pollution" .ap:EffectOfAirPollution a owl:Class ;    rdfs:comment "Impacts felt due to the presence of air pollution" .ap:hasCause a owl:ObjectProperty ;    rdfs:domain ap:AirPollution ;    rdfs:range ap:CauseOfAirPollution ;    rdfs:comment "Link between air pollution and its cause(s)" .ap:hasEffect a owl:ObjectProperty ;    rdfs:domain ap:AirPollution ;    rdfs:range ap:EffectOfAirPollution ;    rdfs:comment "Link between air pollution and its effect(s)" .ap:Emission a owl:Class ;    rdfs:subClassOf ap:CauseOfAirPollution ;    rdfs:comment "The release of pollutants into the air from a source" .    ap:VehicularPollution a owl:Class ;    rdfs:subClassOf ap:Emission ;    rdfs:comment "Pollution emitted by vehicles due to burning of fuel" .ap:ParticleMatter a owl:Class ;    rdfs:subClassOf ap:AirPollution ;    rdfs:comment "Tiny particles or droplets in the air that are two and one half microns or less in width, a major component of air pollution" .ap:PM10 a owl:Class ;    rdfs:subClassOf ap:ParticleMatter ;    rdfs:comment "Particulate matter of size less than or equal to 10 micrometers" .    ap:PM2_5 a owl:Class ;    rdfs:subClassOf ap:ParticleMatter ;    rdfs:comment "Particulate matter of size less than or equal to 2.5 micrometers" .ap:HealthImpact a owl:Class ;    rdfs:subClassOf ap:EffectOfAirPollution ;    rdfs:comment "Health related impacts of air pollution" .ap:RespiratoryIssues a owl:Class ;    rdfs:subClassOf ap:HealthImpact ;    rdfs:comment "Issues related to the respiratory system caused by air pollution" .ap:ClimateChange a owl:Class ;    rdfs:subClassOf ap:EffectOfAirPollution ;    rdfs:comment "Changes in climate patterns primarily due to excessive air pollution" .```
protoOKN	lung cancer	4	Construct an ontology focused on the following: lung cancer. Provide it in valid Turtle/RDF format, excluding any extra text.	```turtle@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix lc: <http://www.example.org/lungcancer#> .lc:LungCancer a rdfs:Class .lc:Patient a rdfs:Class .lc:hasType a rdf:Property ;    rdfs:domain lc:LungCancer ;    rdfs:range rdfs:Literal ;    rdfs:comment "The type of lung cancer" ;    rdfs:label "hasType" .lc:hasStage a rdf:Property ;    rdfs:domain lc:LungCancer ;    rdfs:range xsd:integer ;    rdfs:comment "The stage of lung cancer" ;    rdfs:label "hasStage" .lc:hasSymptom a rdf:Property ;    rdfs:domain lc:LungCancer ;    rdfs:range rdfs:Literal ;    rdfs:comment "The symptom of lung cancer" ;    rdfs:label "hasSymptom" .lc:isDiagnosedIn a rdf:Property ;    rdfs:domain lc:LungCancer ;    rdfs:range lc:Patient ;    rdfs:comment "The patient diagnosed with lung cancer" ;    rdfs:label "isDiagnosedIn" .lc:hasTreatment a rdf:Property ;    rdfs:domain lc:LungCancer ;    rdfs:range rdfs:Literal ;    rdfs:comment "The treatment for lung cancer" ;    rdfs:label "hasTreatment" .```
protoOKN	entities	4	Construct an ontology focused on the following: entities. Provide it in valid Turtle/RDF format, excluding any extra text.	Here's an ontology defined in Turtle.Please note that the ontology/URIs used here are just for examples.```turtle@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix ont: <http://www.example.com/ontology#> .ont:Entity rdf:type rdfs:Class .ont:name rdf:type rdf:Property ;    rdfs:domain ont:Entity ;    rdfs:range xsd:string .ont:birthDate rdf:type rdf:Property ;    rdfs:domain ont:Entity ;    rdfs:range xsd:date .ont:Person rdf:type rdfs:Class ;    rdfs:subClassOf ont:Entity .ont:Organization rdf:type rdfs:Class ;    rdfs:subClassOf ont:Entity .ont:role rdf:type rdf:Property ;    rdfs:domain ont:Person ;    rdfs:range ont:Organization .```In this ontology, the class 'Entity' has two properties 'name' and 'birthDate'. Two subclasses of 'Entity', 'Person' and 'Organization', are also defined. There is also a role property which is specific to persons and links them to organizations.
protoOKN	units	4	Construct an ontology focused on the following: units. Provide it in valid Turtle/RDF format, excluding any extra text.	@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix owl: <http://www.w3.org/2002/07/owl#> .@prefix uc: <http://www.example.com/units#> .uc:    rdf:type owl:Ontology ;    rdfs:comment "An ontology for describing units of measurement" .uc:Unit     rdf:type owl:Class ;    rdfs:comment "A class for all units of measurement" .uc:LengthUnit     rdf:type owl:Class ;    owl:subClassOf uc:Unit ;    rdfs:comment "A class for units of length" .uc:TimeUnit     rdf:type owl:Class ;    owl:subClassOf uc:Unit ;    rdfs:comment "A class for units of time" .uc:MassUnit     rdf:type owl:Class ;    owl:subClassOf uc:Unit ;    rdfs:comment "A class for units of mass" .uc:Meter     rdf:type owl:Class ;    owl:subClassOf uc:LengthUnit ;    rdfs:comment "The base unit of length in the International System of Units (SI)" .uc:Second     rdf:type owl:Class ;    owl:subClassOf uc:TimeUnit ;    rdfs:comment "The base unit of time in the International System of Units (SI)" .uc:Kilogram     rdf:type owl:Class ;    owl:subClassOf uc:MassUnit ;    rdfs:comment "The base unit of mass in the International System of Units (SI)" .
protoOKN	concept	4	Construct an ontology focused on the following: concept. Provide it in valid Turtle/RDF format, excluding any extra text.	```turtle@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix owl: <http://www.w3.org/2002/07/owl#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix concept: <http://www.example.com/concept#> .concept:     rdf:type owl:Ontology ;    rdfs:comment "An ontology of concepts"^^xsd:string ;    rdfs:label "Concept Ontology"^^xsd:string .concept:Concept     rdf:type owl:Class ;    rdfs:comment "The class of all concepts"^^xsd:string ;    rdfs:label "Concept"^^xsd:string .concept:hasDescription     rdf:type owl:DatatypeProperty ;    rdfs:domain concept:Concept ;    rdfs:range xsd:string ;    rdfs:comment "The property that represents a description of a concept"^^xsd:string ;    rdfs:label "has description"^^xsd:string .concept:hasExample     rdf:type owl:DatatypeProperty ;    rdfs:domain concept:Concept ;    rdfs:range xsd:string ;    rdfs:comment "The property that represents an example of a concept"^^xsd:string ;    rdfs:label "has example"^^xsd:string .concept:isRelatedTo     rdf:type owl:ObjectProperty ;    rdfs:domain concept:Concept ;    rdfs:range concept:Concept ;    rdfs:comment "The property that represents a relationship between two concepts"^^xsd:string ;    rdfs:label "is related to"^^xsd:string .```
protoOKN	homelessness	4	Construct an ontology focused on the following: homelessness. Provide it in valid Turtle/RDF format, excluding any extra text.	```@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix owl: <http://www.w3.org/2002/07/owl#> .@prefix home: <http://www.example.org/homelessness#> .home:HomelessPerson rdf:type rdfs:Class ;                rdfs:label "Homeless Person"@en .home:CauseOfHomelessness rdf:type rdfs:Class ;                rdfs:label "Cause of Homelessness"@en .home:HomelessShelter rdf:type rdfs:Class ;                 rdfs:label "Homeless Shelter"@en .home:hasCause rdf:type rdfs:Property ;            rdfs:domain home:HomelessPerson ;           rdfs:range home:CauseOfHomelessness ;           rdfs:label "has cause" ;           rdfs:comment "The cause that leads a person to be homeless."@en .home:staysIn rdf:type rdfs:Property ;           rdfs:domain home:HomelessPerson ;          rdfs:range home:HomelessShelter ;          rdfs:label "stays in" ;          rdfs:comment "The shelter where a homeless person stays."@en . home:EconomicIssues rdf:type home:CauseOfHomelessness ;                rdfs:label "Economic Issues"@en .                home:Addiction rdf:type home:CauseOfHomelessness ;               rdfs:label "Addiction"@en .                home:MentalHealthIssues rdf:type home:CauseOfHomelessness ;                       rdfs:label "Mental Health Issues"@en .home:CityShelter rdf:type home:HomelessShelter ;                rdfs:label "City Shelter"@en .home:NonProfitShelter rdf:type home:HomelessShelter ;                     rdfs:label "Non-Profit Shelter"@en .```
protoOKN	homeless person	4	Construct an ontology focused on the following: homeless person. Provide it in valid Turtle/RDF format, excluding any extra text.	```turtle@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .@prefix hl: <http://www.example.org/homeless/> .hl:HomelessPerson rdf:type rdfs:Class .hl:age rdf:type rdf:Property ;    rdfs:range xsd:integer ;    rdfs:domain hl:HomelessPerson .hl:gender rdf:type rdf:Property ;    rdfs:range xsd:string ;    rdfs:domain hl:HomelessPerson .hl:isVeteran rdf:type rdf:Property ;    rdfs:range xsd:boolean ;    rdfs:domain hl:HomelessPerson .hl:hasMentalIllness rdf:type rdf:Property ;    rdfs:range xsd:boolean ;    rdfs:domain hl:HomelessPerson .hl:durationOfHomelessness rdf:type rdf:Property ;    rdfs:range xsd:integer ;    rdfs:domain hl:HomelessPerson .hl:location rdf:type rdf:Property ;    rdfs:range xsd:string ;    rdfs:domain hl:HomelessPerson .hl:reasonForHomelessness rdf:type rdf:Property ;    rdfs:range xsd:string ;    rdfs:domain hl:HomelessPerson .```This ontology includes a class `HomelessPerson` and properties like `age`, `gender`, `isVeteran`, `hasMentalIllness`, `durationOfHomelessness`, `location`, and `reasonForHomelessness`. The ranges of these properties are `xsd:integer` for numerical values, `xsd:string` for text values, and `xsd:boolean` for true/false values. The domain for all these properties is `HomelessPerson`.
